1.000000	6.000000	70336575.000000	53.952892	1.494656	6.974817	1556.981923	0.170680	0.058555	0.042851
1.000000	5.000000	70237500.000000	48.449620	1.238668	6.392801	1845.435288	0.046475	0.192538	0.162798
1.000000	4.000000	70137037.000000	40.944144	1.331258	12.746611	1415.861389	0.168891	0.085473	0.096778
1.000000	1.000000	69838310.000000	23.550499	0.961544	11.439130	1668.383344	0.185789	0.153946	0.077425
1.000000	3.000000	70037847.000000	33.266683	0.915552	12.769920	1554.922400	0.195341	0.146498	0.034732
1.000000	2.000000	69937385.000000	32.473315	1.398248	18.417172	621.298206	0.171908	0.040670	0.063908
1.000000	14.000000	22457870.000000	54.305202	1.171763	29.572647	1623.177901	0.079275	0.107131	0.117976
1.000000	26.000000	72168403.000000	48.268331	1.648410	18.937434	1001.820431	0.135114	0.188493	0.167589
1.000000	18.000000	51424653.000000	25.655609	1.072638	36.266593	1866.541770	0.118689	0.045057	0.160090
1.000000	10.000000	78719676.000000	35.743572	1.564020	24.083169	896.803705	0.092676	0.073873	0.047070
1.000000	22.000000	111252894.000000	35.725412	1.586700	10.219607	2025.201007	0.148119	0.073973	0.182576
1.000000	30.000000	108184722.000000	53.028688	1.149053	17.383536	1242.734017	0.059988	0.073366	0.165246
1.000000	17.000000	50897454.000000	42.088329	1.606189	38.940078	782.222361	0.139964	0.087564	0.189346
1.000000	25.000000	104419328.000000	23.698569	1.023750	25.477905	1061.482431	0.063188	0.055981	0.145011
1.000000	13.000000	32842014.000000	57.398810	1.562183	18.284492	1184.621145	0.030779	0.111072	0.094705
1.000000	9.000000	103334953.000000	23.562091	1.512428	14.366525	1492.661908	0.135806	0.088576	0.040916
1.000000	29.000000	22324537.000000	29.652809	1.020856	8.766449	506.396041	0.129200	0.036438	0.045369
1.000000	21.000000	101697107.000000	34.916057	1.198464	10.366996	1066.558337	0.048791	0.061800	0.103163
1.000000	24.000000	89222801.000000	23.810745	1.627388	10.971098	1685.092504	0.139438	0.093313	0.157382
1.000000	16.000000	84968172.000000	17.635950	1.212044	15.092994	630.419872	0.028407	0.047001	0.063214
1.000000	8.000000	80853703.000000	21.191433	1.321552	20.014091	1637.486740	0.132806	0.024939	0.167615
1.000000	12.000000	72089120.000000	15.925152	1.556321	13.175387	1884.708323	0.031540	0.193646	0.031737
1.000000	20.000000	86576389.000000	22.268930	1.540496	5.986000	1550.510613	0.073984	0.040119	0.056504
1.000000	28.000000	65398495.000000	50.630313	1.447896	20.993312	1609.709210	0.063098	0.155323	0.142700
1.000000	15.000000	24027314.000000	44.715664	1.245140	10.536689	1522.763099	0.122773	0.138422	0.030563
1.000000	23.000000	80693981.000000	44.745680	1.690736	7.027493	1358.116668	0.064152	0.108511	0.144031
1.000000	19.000000	78615741.000000	57.233170	1.039812	26.476654	864.621811	0.095104	0.112733	0.172384
1.000000	11.000000	75821990.000000	57.113966	0.995092	5.056335	1952.794612	0.114634	0.119943	0.026250
1.000000	36.000000	104506829.000000	25.748822	1.638141	11.442882	1416.262157	0.189661	0.196047	0.038297
1.000000	7.000000	16929283.000000	16.012147	1.180976	37.526541	925.460364	0.199985	0.036098	0.068182
1.000000	27.000000	56080440.000000	51.995100	1.464238	39.849861	342.604856	0.019271	0.168598	0.024987
1.000000	34.000000	63071065.000000	36.991738	1.650608	17.567979	371.854603	0.099018	0.109683	0.089514
1.000000	40.000000	42636459.000000	50.478111	1.552724	19.385325	670.762483	0.058907	0.105790	0.016731
1.000000	32.000000	92422106.000000	15.051144	0.958037	15.886104	414.184229	0.014725	0.015309	0.116540
1.000000	38.000000	36474190.000000	39.342130	1.681244	11.450809	568.208745	0.117173	0.091546	0.021948
1.000000	33.000000	59488889.000000	45.610181	1.430110	22.532053	790.729273	0.069343	0.015133	0.066989
1.000000	35.000000	65786459.000000	40.836771	1.444625	10.845069	1917.953666	0.120371	0.016704	0.083267
1.000000	42.000000	90889583.000000	26.442398	1.537401	30.815394	1776.623204	0.017179	0.164250	0.171728
1.000000	31.000000	22610185.000000	25.972238	1.281090	25.809786	1852.279717	0.072473	0.082447	0.109015
1.000000	39.000000	47487732.000000	36.418333	1.583210	24.959478	1542.905689	0.064618	0.121849	0.187443
1.000000	37.000000	109781597.000000	51.408550	1.472105	25.459974	989.740879	0.182013	0.171243	0.100082
1.000000	41.000000	23009375.000000	59.330788	1.469780	35.440367	1302.741472	0.155138	0.026960	0.157470
1.000000	43.000000	94660763.000000	46.937933	1.520036	15.350137	672.565717	0.141884	0.174837	0.078728
1.000000	46.000000	27836805.000000	27.114518	1.156708	37.824654	375.674197	0.189003	0.077591	0.122605
1.000000	45.000000	57741783.000000	35.084366	0.952921	36.322125	2012.627919	0.012386	0.156628	0.060282
1.000000	44.000000	85551157.000000	40.444027	0.959913	26.351234	1314.202752	0.108526	0.118347	0.196876
1.000000	47.000000	25566667.000000	15.362742	1.224289	28.086581	774.473882	0.132213	0.043602	0.198875
1.000000	48.000000	61354861.000000	32.776895	1.474397	8.024885	1399.894309	0.084732	0.114476	0.027163
